dataset,method,file_name,touch_prob,gt,pred,error
d1,B2_area,IMG_5948_JPG.rf.ac653268560b0c3a0704b264ddcc05e8.jpg,,92,107,15
d1,B2_area,IMG_5942_JPG.rf.dd5fa3f8586c5668eb042424af30581a.jpg,,96,100,4
d1,B2_area,IMG_5939_JPG.rf.be590b4ed20446ca614e2a3ea4896055.jpg,,99,90,-9
d1,B2_area,IMG_5936_JPG.rf.f847c7336e0f80a436be0320ec1acdc6.jpg,,96,110,14
d1,B2_area,IMG20240925164358_jpg.rf.dcb46ad347ee9bbff715da325937bc30.jpg,,74,91,17
d1,B2_area,IMG_5927_JPG.rf.ff753868c7100f53e6f58b613711d93b.jpg,,95,114,19
d1,B2_area,IMG_5943_JPG.rf.ea4a94adbd531657509db2bc7fd1c8ab.jpg,,94,94,0
d1,B2_area,IMG_5952_JPG.rf.7508bf43c981626c1ab7f99a98f35e59.jpg,,93,92,-1
d1,B2_area,IMG20240925164308_jpg.rf.030ee892fd6cfa6de0f590b704a8cabb.jpg,,81,112,31
d1,B2_area,IMG20240925164329_jpg.rf.03acd5bb7f4e884c276105976d967f86.jpg,,80,112,32
d1,B2_area,IMG20240925164309_jpg.rf.8c2aa7c8e4ce03acbd348a379ac26493.jpg,,79,112,33
d1,B2_area,IMG_5929_JPG.rf.63ca4de6ea5795f3e8c58ed96a47278c.jpg,,98,117,19
d1,B2_area,IMG_5955_JPG.rf.505bb675b19da4faa0f06a961900f4dd.jpg,,93,124,31
d1,B3_dist_watershed,IMG_5931_JPG.rf.12844a31d22ba038ec137c0790b6ad86.jpg,,98,19,-79
d1,B3_dist_watershed,IMG20240925164310_jpg.rf.17bbacb4e46d4c4a6a9820d01379e75a.jpg,,82,1,-81
d1,B3_dist_watershed,IMG_5935_JPG.rf.1ea22149625a94f356e888dcc1594ee7.jpg,,98,5,-93
d1,B3_dist_watershed,IMG20240925164337_jpg.rf.3cc4d01a9f078a5d7d538796ed66a51a.jpg,,80,1,-79
d1,B3_dist_watershed,IMG_5938_JPG.rf.3cc3d357661a689aa8dcad0338bd3276.jpg,,104,1,-103
d1,B3_dist_watershed,IMG20240925164318_jpg.rf.031a92b2fc3575c5f4e67e870930aefe.jpg,,80,1,-79
d1,B3_dist_watershed,IMG_5974_JPG.rf.01d37e6f9e5fa5d90b047c1eb803cc7a.jpg,,116,6,-110
d1,B3_dist_watershed,IMG_5957_JPG.rf.4aadb140e129d8799cd5bdafd7045e91.jpg,,92,1,-91
d1,B3_dist_watershed,IMG20240925164316_jpg.rf.4b4efde2cdd707e707e25ece4084e127.jpg,,82,1,-81
d1,B3_dist_watershed,IMG_5953_JPG.rf.16804498eeee182e039aeb36480d4080.jpg,,95,12,-83
d1,B3_dist_watershed,IMG_5954_JPG.rf.58394540b72dbc67cf9dbff0cc27da90.jpg,,95,1,-94
d1,B3_dist_watershed,IMG20240925164307_jpg.rf.521b7a54a67b3f2017d9e0919a667601.jpg,,82,1,-81
d1,B3_dist_watershed,IMG_5940_JPG.rf.61e57f3b0b8f2ba5201369e9233846ad.jpg,,95,99,4
d1,B3_dist_watershed,IMG_5932_JPG.rf.4884a527699978225f4f4f045697af34.jpg,,90,1,-89
d1,B3_dist_watershed,IMG_5950_JPG.rf.537a5fcc7d8331af9db13b558a3ce74d.jpg,,94,1,-93
d1,B3_dist_watershed,IMG20240925164328_jpg.rf.637036885e97c154b682414350759392.jpg,,81,1,-80
d1,B3_dist_watershed,IMG_5947_JPG.rf.8809428ac09f730c14fd2a85905a8098.jpg,,91,1,-90
d1,B3_dist_watershed,IMG20240925164302_jpg.rf.502d49991e020141f182d716e988dd24.jpg,,80,38,-42
d1,B3_dist_watershed,IMG_5956_JPG.rf.832244f729ef68075e6fc4da1b841b73.jpg,,94,1,-93
d1,B3_dist_watershed,IMG_5928_JPG.rf.6e10f535ae48c6f2e2ba3fa5ea7c39d3.jpg,,96,11,-85
d1,B3_dist_watershed,IMG20240925164301_jpg.rf.7d610693a4581b74bb1da62b0ea6214b.jpg,,85,88,3
d1,B3_dist_watershed,IMG_5959_JPG.rf.4f8c5415c7461f9c230377f286500515.jpg,,124,1,-123
d1,B3_dist_watershed,IMG_5945_JPG.rf.b58acf84b02a1d421112db1958841e12.jpg,,93,1,-92
d1,B3_dist_watershed,IMG_5937_JPG.rf.bbf96bc90cb64ac9497f5a720d75083a.jpg,,103,7,-96
d1,B3_dist_watershed,IMG_5944_JPG.rf.027061606e8aabacea1a1595deb1eeb9.jpg,,93,4,-89
d1,B3_dist_watershed,IMG20240925164317_jpg.rf.b206e016514f83e52d5c772740ccf146.jpg,,82,1,-81
d1,B3_dist_watershed,IMG_5946_JPG.rf.bec7217cae4100c67795e1968d9059fb.jpg,,92,109,17
d1,B3_dist_watershed,IMG_5949_JPG.rf.bb2df54a582d7db6bb4228a5ec6e5f1d.jpg,,96,1,-95
d1,B3_dist_watershed,IMG20240925164327_jpg.rf.c543e6a91d445a0dafb720a3a64fabe2.jpg,,82,1,-81
d1,B3_dist_watershed,IMG_5930_JPG.rf.bd0c252f6e89ff547f1965b6d1333f63.jpg,,98,69,-29
d1,B3_dist_watershed,IMG20240925164338_jpg.rf.adb1fa30b6f2e281d65ecd292487264f.jpg,,78,1,-77
d1,B3_dist_watershed,IMG_5941_JPG.rf.b46b9e2d2e9e494ac46df2badd7780fa.jpg,,96,7,-89
d1,B3_dist_watershed,IMG_5933_JPG.rf.65416be7b56bea7ca538afaa7ba37d7f.jpg,,95,1,-94
d1,B3_dist_watershed,IMG20240925164339_jpg.rf.7b5491580dadfd8d5e0ab761adb5a214.jpg,,79,1,-78
d1,B3_dist_watershed,IMG_5958_JPG.rf.cf64eae898aa1a916c9e80136e6c2adc.jpg,,123,1,-122
d1,B3_dist_watershed,IMG_6011_JPG.rf.7c1f4cf4382a68ff1e5ea4366b212164.jpg,,71,1,-70
d1,B3_dist_watershed,IMG20240925164301_01_jpg.rf.d5b25bc8bd02e1907bee8f46f5599125.jpg,,80,39,-41
d1,B3_dist_watershed,IMG_5934_JPG.rf.81133f65b37d725a23702a16ca646968.jpg,,94,1,-93
d1,B3_dist_watershed,IMG_5948_JPG.rf.ac653268560b0c3a0704b264ddcc05e8.jpg,,92,1,-91
d1,B3_dist_watershed,IMG_5942_JPG.rf.dd5fa3f8586c5668eb042424af30581a.jpg,,96,79,-17
d1,B3_dist_watershed,IMG_5939_JPG.rf.be590b4ed20446ca614e2a3ea4896055.jpg,,99,108,9
d1,B3_dist_watershed,IMG_5936_JPG.rf.f847c7336e0f80a436be0320ec1acdc6.jpg,,96,11,-85
d1,B3_dist_watershed,IMG20240925164358_jpg.rf.dcb46ad347ee9bbff715da325937bc30.jpg,,74,1,-73
d1,B3_dist_watershed,IMG_5927_JPG.rf.ff753868c7100f53e6f58b613711d93b.jpg,,95,23,-72
d1,B3_dist_watershed,IMG_5943_JPG.rf.ea4a94adbd531657509db2bc7fd1c8ab.jpg,,94,65,-29
d1,B3_dist_watershed,IMG_5952_JPG.rf.7508bf43c981626c1ab7f99a98f35e59.jpg,,93,66,-27
d1,B3_dist_watershed,IMG20240925164308_jpg.rf.030ee892fd6cfa6de0f590b704a8cabb.jpg,,81,1,-80
d1,B3_dist_watershed,IMG20240925164329_jpg.rf.03acd5bb7f4e884c276105976d967f86.jpg,,80,1,-79
d1,B3_dist_watershed,IMG20240925164309_jpg.rf.8c2aa7c8e4ce03acbd348a379ac26493.jpg,,79,1,-78
d1,B3_dist_watershed,IMG_5929_JPG.rf.63ca4de6ea5795f3e8c58ed96a47278c.jpg,,98,10,-88
d1,B3_dist_watershed,IMG_5955_JPG.rf.505bb675b19da4faa0f06a961900f4dd.jpg,,93,1,-92
d1,B4_erosion_watershed,IMG_5931_JPG.rf.12844a31d22ba038ec137c0790b6ad86.jpg,,98,94,-4
d1,B4_erosion_watershed,IMG20240925164310_jpg.rf.17bbacb4e46d4c4a6a9820d01379e75a.jpg,,82,79,-3
d1,B4_erosion_watershed,IMG_5935_JPG.rf.1ea22149625a94f356e888dcc1594ee7.jpg,,98,108,10
d1,B4_erosion_watershed,IMG20240925164337_jpg.rf.3cc4d01a9f078a5d7d538796ed66a51a.jpg,,80,77,-3
d1,B4_erosion_watershed,IMG_5938_JPG.rf.3cc3d357661a689aa8dcad0338bd3276.jpg,,104,111,7
d1,B4_erosion_watershed,IMG20240925164318_jpg.rf.031a92b2fc3575c5f4e67e870930aefe.jpg,,80,77,-3
d1,B4_erosion_watershed,IMG_5974_JPG.rf.01d37e6f9e5fa5d90b047c1eb803cc7a.jpg,,116,142,26
d1,B4_erosion_watershed,IMG_5957_JPG.rf.4aadb140e129d8799cd5bdafd7045e91.jpg,,92,85,-7
d1,B4_erosion_watershed,IMG20240925164316_jpg.rf.4b4efde2cdd707e707e25ece4084e127.jpg,,82,76,-6
d1,B4_erosion_watershed,IMG_5953_JPG.rf.16804498eeee182e039aeb36480d4080.jpg,,95,88,-7
d1,B4_erosion_watershed,IMG_5954_JPG.rf.58394540b72dbc67cf9dbff0cc27da90.jpg,,95,88,-7
d1,B4_erosion_watershed,IMG20240925164307_jpg.rf.521b7a54a67b3f2017d9e0919a667601.jpg,,82,80,-2
d1,B4_erosion_watershed,IMG_5940_JPG.rf.61e57f3b0b8f2ba5201369e9233846ad.jpg,,95,93,-2
d1,B4_erosion_watershed,IMG_5932_JPG.rf.4884a527699978225f4f4f045697af34.jpg,,90,91,1
d1,B4_erosion_watershed,IMG_5950_JPG.rf.537a5fcc7d8331af9db13b558a3ce74d.jpg,,94,90,-4
d1,B4_erosion_watershed,IMG20240925164328_jpg.rf.637036885e97c154b682414350759392.jpg,,81,79,-2
d1,B4_erosion_watershed,IMG_5947_JPG.rf.8809428ac09f730c14fd2a85905a8098.jpg,,91,91,0
d1,B4_erosion_watershed,IMG20240925164302_jpg.rf.502d49991e020141f182d716e988dd24.jpg,,80,80,0
d1,B4_erosion_watershed,IMG_5956_JPG.rf.832244f729ef68075e6fc4da1b841b73.jpg,,94,88,-6
d1,B4_erosion_watershed,IMG_5928_JPG.rf.6e10f535ae48c6f2e2ba3fa5ea7c39d3.jpg,,96,91,-5
d1,B4_erosion_watershed,IMG20240925164301_jpg.rf.7d610693a4581b74bb1da62b0ea6214b.jpg,,85,78,-7
d1,B4_erosion_watershed,IMG_5959_JPG.rf.4f8c5415c7461f9c230377f286500515.jpg,,124,119,-5
d1,B4_erosion_watershed,IMG_5945_JPG.rf.b58acf84b02a1d421112db1958841e12.jpg,,93,89,-4
d1,B4_erosion_watershed,IMG_5937_JPG.rf.bbf96bc90cb64ac9497f5a720d75083a.jpg,,103,91,-12
d1,B4_erosion_watershed,IMG_5944_JPG.rf.027061606e8aabacea1a1595deb1eeb9.jpg,,93,106,13
d1,B4_erosion_watershed,IMG20240925164317_jpg.rf.b206e016514f83e52d5c772740ccf146.jpg,,82,77,-5
d1,B4_erosion_watershed,IMG_5946_JPG.rf.bec7217cae4100c67795e1968d9059fb.jpg,,92,103,11
d1,B4_erosion_watershed,IMG_5949_JPG.rf.bb2df54a582d7db6bb4228a5ec6e5f1d.jpg,,96,107,11
d1,B4_erosion_watershed,IMG20240925164327_jpg.rf.c543e6a91d445a0dafb720a3a64fabe2.jpg,,82,78,-4
d1,B4_erosion_watershed,IMG_5930_JPG.rf.bd0c252f6e89ff547f1965b6d1333f63.jpg,,98,95,-3
d1,B4_erosion_watershed,IMG20240925164338_jpg.rf.adb1fa30b6f2e281d65ecd292487264f.jpg,,78,76,-2
d1,B4_erosion_watershed,IMG_5941_JPG.rf.b46b9e2d2e9e494ac46df2badd7780fa.jpg,,96,110,14
d1,B4_erosion_watershed,IMG_5933_JPG.rf.65416be7b56bea7ca538afaa7ba37d7f.jpg,,95,88,-7
d1,B4_erosion_watershed,IMG20240925164339_jpg.rf.7b5491580dadfd8d5e0ab761adb5a214.jpg,,79,77,-2
d1,B4_erosion_watershed,IMG_5958_JPG.rf.cf64eae898aa1a916c9e80136e6c2adc.jpg,,123,120,-3
d1,B4_erosion_watershed,IMG_6011_JPG.rf.7c1f4cf4382a68ff1e5ea4366b212164.jpg,,71,62,-9
d1,B4_erosion_watershed,IMG20240925164301_01_jpg.rf.d5b25bc8bd02e1907bee8f46f5599125.jpg,,80,79,-1
d1,B4_erosion_watershed,IMG_5934_JPG.rf.81133f65b37d725a23702a16ca646968.jpg,,94,88,-6
d1,B4_erosion_watershed,IMG_5948_JPG.rf.ac653268560b0c3a0704b264ddcc05e8.jpg,,92,93,1
d1,B4_erosion_watershed,IMG_5942_JPG.rf.dd5fa3f8586c5668eb042424af30581a.jpg,,96,106,10
d1,B4_erosion_watershed,IMG_5939_JPG.rf.be590b4ed20446ca614e2a3ea4896055.jpg,,99,91,-8
d1,B4_erosion_watershed,IMG_5936_JPG.rf.f847c7336e0f80a436be0320ec1acdc6.jpg,,96,88,-8
d1,B4_erosion_watershed,IMG20240925164358_jpg.rf.dcb46ad347ee9bbff715da325937bc30.jpg,,74,76,2
d1,B4_erosion_watershed,IMG_5927_JPG.rf.ff753868c7100f53e6f58b613711d93b.jpg,,95,92,-3
d1,B4_erosion_watershed,IMG_5943_JPG.rf.ea4a94adbd531657509db2bc7fd1c8ab.jpg,,94,90,-4
d1,B4_erosion_watershed,IMG_5952_JPG.rf.7508bf43c981626c1ab7f99a98f35e59.jpg,,93,87,-6
d1,B4_erosion_watershed,IMG20240925164308_jpg.rf.030ee892fd6cfa6de0f590b704a8cabb.jpg,,81,79,-2
d1,B4_erosion_watershed,IMG20240925164329_jpg.rf.03acd5bb7f4e884c276105976d967f86.jpg,,80,79,-1
d1,B4_erosion_watershed,IMG20240925164309_jpg.rf.8c2aa7c8e4ce03acbd348a379ac26493.jpg,,79,79,0
d1,B4_erosion_watershed,IMG_5929_JPG.rf.63ca4de6ea5795f3e8c58ed96a47278c.jpg,,98,91,-7
d1,B4_erosion_watershed,IMG_5955_JPG.rf.505bb675b19da4faa0f06a961900f4dd.jpg,,93,91,-2
d1,B5_concave_ellipse,IMG_5931_JPG.rf.12844a31d22ba038ec137c0790b6ad86.jpg,,98,123,25
d1,B5_concave_ellipse,IMG20240925164310_jpg.rf.17bbacb4e46d4c4a6a9820d01379e75a.jpg,,82,93,11
d1,B5_concave_ellipse,IMG_5935_JPG.rf.1ea22149625a94f356e888dcc1594ee7.jpg,,98,145,47
d1,B5_concave_ellipse,IMG20240925164337_jpg.rf.3cc4d01a9f078a5d7d538796ed66a51a.jpg,,80,86,6
d1,B5_concave_ellipse,IMG_5938_JPG.rf.3cc3d357661a689aa8dcad0338bd3276.jpg,,104,140,36
d1,B5_concave_ellipse,IMG20240925164318_jpg.rf.031a92b2fc3575c5f4e67e870930aefe.jpg,,80,92,12
d1,B5_concave_ellipse,IMG_5974_JPG.rf.01d37e6f9e5fa5d90b047c1eb803cc7a.jpg,,116,194,78
d1,B5_concave_ellipse,IMG_5957_JPG.rf.4aadb140e129d8799cd5bdafd7045e91.jpg,,92,108,16
d1,B5_concave_ellipse,IMG20240925164316_jpg.rf.4b4efde2cdd707e707e25ece4084e127.jpg,,82,94,12
d1,B5_concave_ellipse,IMG_5953_JPG.rf.16804498eeee182e039aeb36480d4080.jpg,,95,105,10
d1,B5_concave_ellipse,IMG_5954_JPG.rf.58394540b72dbc67cf9dbff0cc27da90.jpg,,95,114,19
d1,B5_concave_ellipse,IMG20240925164307_jpg.rf.521b7a54a67b3f2017d9e0919a667601.jpg,,82,92,10
d1,B5_concave_ellipse,IMG_5940_JPG.rf.61e57f3b0b8f2ba5201369e9233846ad.jpg,,95,107,12
d1,B5_concave_ellipse,IMG_5932_JPG.rf.4884a527699978225f4f4f045697af34.jpg,,90,119,29
d1,B5_concave_ellipse,IMG_5950_JPG.rf.537a5fcc7d8331af9db13b558a3ce74d.jpg,,94,110,16
d1,B5_concave_ellipse,IMG20240925164328_jpg.rf.637036885e97c154b682414350759392.jpg,,81,89,8
d1,B5_concave_ellipse,IMG_5947_JPG.rf.8809428ac09f730c14fd2a85905a8098.jpg,,91,102,11
d1,B5_concave_ellipse,IMG20240925164302_jpg.rf.502d49991e020141f182d716e988dd24.jpg,,80,93,13
d1,B5_concave_ellipse,IMG_5956_JPG.rf.832244f729ef68075e6fc4da1b841b73.jpg,,94,112,18
d1,B5_concave_ellipse,IMG_5928_JPG.rf.6e10f535ae48c6f2e2ba3fa5ea7c39d3.jpg,,96,121,25
d1,B5_concave_ellipse,IMG20240925164301_jpg.rf.7d610693a4581b74bb1da62b0ea6214b.jpg,,85,93,8
d1,B5_concave_ellipse,IMG_5959_JPG.rf.4f8c5415c7461f9c230377f286500515.jpg,,124,141,17
d1,B5_concave_ellipse,IMG_5945_JPG.rf.b58acf84b02a1d421112db1958841e12.jpg,,93,102,9
d1,B5_concave_ellipse,IMG_5937_JPG.rf.bbf96bc90cb64ac9497f5a720d75083a.jpg,,103,124,21
d1,B5_concave_ellipse,IMG_5944_JPG.rf.027061606e8aabacea1a1595deb1eeb9.jpg,,93,123,30
d1,B5_concave_ellipse,IMG20240925164317_jpg.rf.b206e016514f83e52d5c772740ccf146.jpg,,82,91,9
d1,B5_concave_ellipse,IMG_5946_JPG.rf.bec7217cae4100c67795e1968d9059fb.jpg,,92,121,29
d1,B5_concave_ellipse,IMG_5949_JPG.rf.bb2df54a582d7db6bb4228a5ec6e5f1d.jpg,,96,134,38
d1,B5_concave_ellipse,IMG20240925164327_jpg.rf.c543e6a91d445a0dafb720a3a64fabe2.jpg,,82,90,8
d1,B5_concave_ellipse,IMG_5930_JPG.rf.bd0c252f6e89ff547f1965b6d1333f63.jpg,,98,118,20
d1,B5_concave_ellipse,IMG20240925164338_jpg.rf.adb1fa30b6f2e281d65ecd292487264f.jpg,,78,92,14
d1,B5_concave_ellipse,IMG_5941_JPG.rf.b46b9e2d2e9e494ac46df2badd7780fa.jpg,,96,130,34
